path	type	category	risk	retention_policy	size_bytes	age_days	note
backups/faz3_14_2a_fix3_nginx_effective_served_file_find_20260426_235644/opt_pix2pi_nginx_before_fix3.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	36057	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/control_panel_ui_before_fix4.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	79765	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/control_panel_ui_index_before_fix4.html	file	restic_repository_candidate	MEDIUM	keep_restic_repository	398	4	restic_repo_or_metadata_review_no_prune
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/docs_before_fix4.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	34333	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/logs/control_panel_ui_after.sha256	file	backup_candidate	MEDIUM	review_old_backup	123	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/logs/control_panel_ui_before.sha256	file	backup_candidate	MEDIUM	review_old_backup	123	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/logs/panel_api_missing_bearer.json	file	review_secret_backup_path	HIGH	manual_approval_required	66	2	path_only_secret_values_not_printed
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/logs/panel_live_after_fix4.html	file	backup_candidate	MEDIUM	review_old_backup	10644	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/logs/panel_live_after_fix4_headers.txt	file	backup_candidate	MEDIUM	review_old_backup	483	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/logs/web_dist_after.sha256	file	backup_candidate	MEDIUM	review_old_backup	111	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/logs/web_dist_before.sha256	file	backup_candidate	MEDIUM	review_old_backup	111	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/opt_pix2pi_nginx_before_fix4.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	36058	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/web_dist_before_fix4.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	79754	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix4_real_panel_dist_patch_20260427_000215/web_dist_index_before_fix4.html	file	restic_repository_candidate	MEDIUM	keep_restic_repository	398	4	restic_repo_or_metadata_review_no_prune
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/docs_before_14_2a_fix_inspect.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	32697	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/etc_nginx_before_14_2a_fix_inspect.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10199	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/logs/html_candidates.txt	file	backup_candidate	MEDIUM	review_old_backup	650	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/logs/live_body_sha256.txt	file	backup_candidate	MEDIUM	review_old_backup	162	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/logs/local_panel_sha256.txt	file	backup_candidate	MEDIUM	review_old_backup	101	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/logs/matching_files.txt	file	backup_candidate	MEDIUM	review_old_backup	0	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/logs/nginx_panel_config_scan.log	file	backup_candidate	MEDIUM	review_old_backup	34046	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/logs/panel_live_body.html	file	backup_candidate	MEDIUM	review_old_backup	398	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/logs/panel_live_headers.txt	file	backup_candidate	MEDIUM	review_old_backup	481	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235028/opt_pix2pi_nginx_before_14_2a_fix_inspect.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	36060	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/docs_before_14_2a_fix_inspect.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	33109	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/etc_nginx_before_14_2a_fix_inspect.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10199	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/logs/html_candidates.txt	file	backup_candidate	MEDIUM	review_old_backup	650	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/logs/live_body_sha256.txt	file	backup_candidate	MEDIUM	review_old_backup	162	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/logs/local_panel_sha256.txt	file	backup_candidate	MEDIUM	review_old_backup	101	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/logs/matching_files.txt	file	backup_candidate	MEDIUM	review_old_backup	0	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/logs/nginx_panel_config_scan.log	file	backup_candidate	MEDIUM	review_old_backup	34046	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/logs/panel_live_body.html	file	backup_candidate	MEDIUM	review_old_backup	398	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/logs/panel_live_headers.txt	file	backup_candidate	MEDIUM	review_old_backup	481	2	backup_retention_review_no_delete
backups/faz3_14_2a_fix_panel_live_served_file_inspect_20260426_235054/opt_pix2pi_nginx_before_14_2a_fix_inspect.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	36059	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/cmd_api_gateway_before_14_2a.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	21099	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/docs_before_14_2a.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	32697	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs/api_domain_missing_bearer.json	file	review_secret_backup_path	HIGH	manual_approval_required	66	2	path_only_secret_values_not_printed
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs/gateway_health_live.json	file	backup_candidate	MEDIUM	review_old_backup	155	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs/gateway_health_ready.json	file	backup_candidate	MEDIUM	review_old_backup	202	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs/panel_api_missing_bearer.json	file	review_secret_backup_path	HIGH	manual_approval_required	66	2	path_only_secret_values_not_printed
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs/panel_live_body.html	file	backup_candidate	MEDIUM	review_old_backup	398	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs/panel_live_headers.txt	file	backup_candidate	MEDIUM	review_old_backup	481	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/opt_pix2pi_nginx_before_14_2a.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	33183	2	backup_retention_review_no_delete
backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/panel_index_before_14_2a.html	file	restic_repository_candidate	MEDIUM	keep_restic_repository	14989	40	restic_repo_or_metadata_review_no_prune
backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/cmd_api_gateway_before_14_2b.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	21099	2	backup_retention_review_no_delete
backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/control_panel_ui_before_14_2b.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	82639	2	backup_retention_review_no_delete
backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/docs_before_14_2b.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	34661	2	backup_retention_review_no_delete
